,,,,,,,,,
Licencias Emitidas 2022-2025,,,,,,,,,
Fecha de Emisión,Mes,Año,Provincia,Municipio,Barrio/Sector,Número de Licencia,Tipologia,Metros Cuadrados,Inversión Total
03/03/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,VISTA HERMOSA,93975,APARTAMENTOS,2497,153815200
03/03/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO OESTE,BAYONA,93976,APARTAMENTOS,29977.4,1714707280
03/04/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,93207-A,APARTAMENTOS,605,37268000
03/04/2022,MARZO,2022,PERAVIA,BANÍ,OJO DE AGUA,93981,ESTACIÓN DE COMBUSTIBLE,609.51,37545816
03/04/2022,MARZO,2022,SANTIAGO,SANTIAGO,ARROYO HONDO ABAJO,22810 RN,APARTAMENTOS,1307.41,80536456
03/04/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,93979,APARTAMENTOS,1238.39,76284824
03/04/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL NUEVO AMANECER,93980,APARTAMENTOS,377.77,23270632
03/07/2022,MARZO,2022,SANTIAGO,SANTIAGO,CENTRO DE LA CIUDAD,22817 RN,COMERCIAL Y OFICINAS,602.66,37123856
03/08/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,93080,APARTAMENTOS,2475.61,152497576
03/08/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,93982,APARTAMENTOS,3575.4,220244640
03/08/2022,MARZO,2022,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,00073 RY,APARTAMENTOS,17438.3,1074199280
03/08/2022,MARZO,2022,SANTIAGO,SANTIAGO,LA TRINITARIA,22722 RN,APARTAMENTOS,4014.74,247307984
03/08/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO OESTE,COSTA VERDE,93983,CENTROS DE SALUD,1416.21,87238536
03/09/2022,MARZO,2022,ESPAILLAT,MOCA,EURÍPIDES,22811 RN,APARTAMENTOS,958.96,59071936
03/09/2022,MARZO,2022,PERAVIA,BANÍ,URBANIZACIÓN PALO ALTO,93984,APARTAMENTOS,6710.41,413361256
03/09/2022,MARZO,2022,SANTIAGO,SANTIAGO,BUENA VISTA,22820 RN,COMERCIAL Y OFICINAS,299.06,18422096
03/09/2022,MARZO,2022,SANTIAGO,SANTIAGO,LOS SAMANES,22812 RN,VIVIENDAS,273.33,16837128
03/09/2022,MARZO,2022,SANTIAGO,SANTIAGO,RICON LARGO,22813 RN,APARTAMENTOS,1957.81,120601096
03/10/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA JULIA,93656-A,APARTAMENTOS,14600,899360000
03/10/2022,MARZO,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN EL SILENCIO,343 RNE,APARTAMENTOS,2466,151905600
03/10/2022,MARZO,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN TERRANOVA,342 RNE,COMERCIAL Y OFICINAS,1217,74967200
03/10/2022,MARZO,2022,SÁNCHEZ RAMÍREZ,COTUÍ,MONTE NEGRO,86793-T,COMERCIAL Y OFICINAS,525.35,32361560
03/10/2022,MARZO,2022,SANTIAGO,SANTIAGO,LIMONAL ABAJO,22814 RN,VIVIENDAS,319.9,19705840
03/10/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,RESPARTO PATRIA MELLA O E LHOYO,93985,APARTAMENTOS,13760.97,847675752
03/10/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO NORTE,MARAÑÓN II,93986,APARTAMENTOS,1060.27,65312632
03/11/2022,MARZO,2022,ESPAILLAT,MOCA,LOS CÁCERES,22679-A RN,COMERCIAL Y OFICINAS,33.83,2083928
03/11/2022,MARZO,2022,ESPAILLAT,MOCA,MEJORAMIENTO SOCIAL,22818 RN,APARTAMENTOS,578.14,35613424
03/11/2022,MARZO,2022,SANTIAGO,BISONÓ,PONTÓN,22819 RN,APARTAMENTOS,1417.84,87338944
03/11/2022,MARZO,2022,SANTIAGO,SANTIAGO,LOS SAMANES,22815 RN,VIVIENDAS,406.91,25065656
03/11/2022,MARZO,2022,SANTIAGO,SANTIAGO,RESIDENCIAL EL EMBRUJO III,22816 RN,VIVIENDAS,460.01,28336616
03/11/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,93988,APARTAMENTOS,380,23408000
03/11/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,SANS SOUCÍ,93987,APARTAMENTOS,22035,1357356000
03/14/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ARROYO MANZANO,93894-A,COMBINADOS,0,0
03/14/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RÍOS,93989,APARTAMENTOS,1956.65,120529640
03/14/2022,MARZO,2022,SANTIAGO,SANTIAGO,LAS DAMAS,22822 RN,APARTAMENTOS,746.16,45963456
03/15/2022,MARZO,2022,LA ALTAGRACIA,HIGÜEY,BÁVARO,00070 RY,VIVIENDAS,545.7,33615120
03/15/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,URBANIZACIÓN FLOR DEL TAMARINDO,93991,APARTAMENTOS,1153.6,71061760
03/16/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA ESPERILLA,93518-A,APARTAMENTOS,0,0
03/16/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PIANTINI,93045-A,COMBINADOS,0,0
03/16/2022,MARZO,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN CARMEN AÑIL BONÓ,93990,APARTAMENTOS,15310.93,875785196
03/17/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RÍOS,93992,VIVIENDAS,1113.5,68591600
03/17/2022,MARZO,2022,SANTIAGO,SANTIAGO,PADRE LAS CASAS,91130-R,APARTAMENTOS,0,0
03/17/2022,MARZO,2022,SANTIAGO,SANTIAGO,VILLA VERDE,90939-R,APARTAMENTOS,0,0
03/17/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,93993,APARTAMENTOS,600,36960000
03/18/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,JULIETA MORALES,93488,COMERCIAL Y OFICINAS,518.78,31956848
03/18/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRADOR SUR,93995,APARTAMENTOS,1467.93,90424488
03/18/2022,MARZO,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN EL SILENCIO,344 RNE,APARTAMENTOS,800.4,49304640
03/18/2022,MARZO,2022,ESPAILLAT,MOCA,EURÍPIDES,22823 RN,APARTAMENTOS,521.29,32111464
03/18/2022,MARZO,2022,SANTO DOMINGO,LOS ALCARRIZOS,PALMAREJO,93815-A,ALMACENES,0,0
03/18/2022,MARZO,2022,SANTO DOMINGO,PEDRO BRAND,BATEY PALAMARA,93898,COMERCIAL Y OFICINAS,4868,299868800
03/18/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,ISABELITA,93994,APARTAMENTOS,1674.24,103133184
03/18/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,93720,APARTAMENTOS,34808,1991017600
03/18/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,SAN JOSE DE MENDOZA,93996,APARTAMENTOS,31210.85,1785260620
03/21/2022,MARZO,2022,SANTIAGO,SANTIAGO,LA FARDIQUERA,22825 RN,APARTAMENTOS,1105.41,68093256
03/21/2022,MARZO,2022,SANTIAGO,SANTIAGO,LOS CERROS DE GURABO,22826 RN,APARTAMENTOS,5014.91,308918456
03/21/2022,MARZO,2022,SANTIAGO,SANTIAGO,RESIDENCIAL CORONA PLAZA,22824 RN,APARTAMENTOS,4549.13,280226408
03/24/2022,MARZO,2022,SANTIAGO,SANTIAGO,LOS ÁLAMOS,22827 RN,APARTAMENTOS,1130.88,69662208
03/25/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CERROS DE ARROYO HONDO,41601-A,VIVIENDAS,0,0
03/25/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RESTAURADORES,93997,APARTAMENTOS,199.26,12274416
03/25/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRAMAR,92177-R,APARTAMENTOS,0,0
03/25/2022,MARZO,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN CORDERO TEJADA,345 RNE,VIVIENDAS,306.9,18905040
03/25/2022,MARZO,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN TERRANOVA,346 RNE,APARTAMENTOS,600.2,36972320
03/25/2022,MARZO,2022,SANTIAGO,SANTIAGO,URBANIZACIÓN THOMÉN,22828 RN,APARTAMENTOS,10087.6,621396160
03/25/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,TROPICAL DEL ESTE,93998,APARTAMENTOS,1122,69115200
03/25/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO OESTE,ZONA INDUSTRIAL HERRERA,93999,ESTRUCTURAS ESPECIALES,712.46,43887536
03/28/2022,MARZO,2022,SANTIAGO,SANTIAGO,REPARTO UNIVERSITARIO,22829 RN,APARTAMENTOS,322.19,19846904
03/28/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,JUAN LÓPEZ,94000,APARTAMENTOS,4316.8,265914880
03/29/2022,MARZO,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN EL DORADO,347 RNE,APARTAMENTOS,806.73,49694568
03/29/2022,MARZO,2022,SANTIAGO,SANTIAGO,RICON LARGO,22830 RN,APARTAMENTOS,5342.5,329098000
03/29/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,BRISA ORIENTAL VIII,94002,APARTAMENTOS,758.41,46718056
03/30/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,JULIETA MORALES,93679,SERVICIOS DE TRANSPORTE,1417.97,87346952
03/30/2022,MARZO,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRAFLORES,94004,APARTAMENTOS,1304.66,80367056
03/30/2022,MARZO,2022,SANTIAGO,TAMBORIL,GUAZUMAL ARRIBA,91628,ESTRUCTURAS ESPECIALES,1647.41,101480456
03/30/2022,MARZO,2022,SANTO DOMINGO,LOS ALCARRIZOS,PANTOJA,93037-A,APARTAMENTOS,0,0
03/30/2022,MARZO,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94003,APARTAMENTOS,616.38,37969008
03/31/2022,MARZO,2022,DUARTE,SAN FRANCISCO DE MACORÍS,CRUCE DE MIRABEL,348 RNE,APARTAMENTOS,2464.23,151796568
03/31/2022,MARZO,2022,HERMANAS MIRABAL,TENARES,CENTRO DEL PUEBLO,349 RNE,COMERCIAL Y OFICINAS,430,26488000
03/31/2022,MARZO,2022,SANTIAGO,SANTIAGO,LOS SAMANES,22831 RN,APARTAMENTOS,560.3,34514480
03/31/2022,MARZO,2022,SANTIAGO,SANTIAGO,URBANIZACIÓN THOMÉN,22743-A RN,APARTAMENTOS,0,0
04/01/2022,ABRIL,2022,ESPAILLAT,MOCA,RESIDENCIAL DON JUAN,22832 RN,APARTAMENTOS,2847.17,175385672
04/01/2022,ABRIL,2022,MONTE CRISTI,GUAYUBÍN,EL CAYITO,22833 RN,APARTAMENTOS,2505.3,154326480
04/01/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,BRISA ORIENTAL,94007,APARTAMENTOS,676,41641600
04/04/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,93111-R,APARTAMENTOS,0,0
04/04/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,JARDINES DEL SUR,94008,APARTAMENTOS,1567.4,96551840
04/04/2022,ABRIL,2022,LA ROMANA,LA ROMANA,RESIDENCIAL ROMANDA DEL OESTE,00050 RY,APARTAMENTOS,1168.53,71981448
04/04/2022,ABRIL,2022,LA ROMANA,LA ROMANA,RESIDENCIAL ROMANDA DEL OESTE,00078 RY,APARTAMENTOS,498.88,30731008
04/04/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL NANCY NABESHA,94011,APARTAMENTOS,589.7,36325520
04/05/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,94013,APARTAMENTOS,6220.72,383196352
04/05/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,EL CACIQUE,94010,APARTAMENTOS,515.11,31730776
04/05/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,JARDINES DEL SUR,94015,APARTAMENTOS,620.57,38227112
04/05/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RÍOS,94014,APARTAMENTOS,717.43,44193688
04/05/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,93646,APARTAMENTOS,6267.64,386086624
04/05/2022,ABRIL,2022,SAN PEDRO DE MACORÍS,CONSUELO,BATEY DON JUAN,94012,ESTRUCTURAS ESPECIALES,519.66,32011056
04/05/2022,ABRIL,2022,SANTIAGO,SANTIAGO,LOS SAMANES,22076-R RN,VIVIENDAS,0,0
04/05/2022,ABRIL,2022,SANTIAGO,SANTIAGO,LOS SAMANES,22834 RN,VIVIENDAS,478.18,29455888
04/05/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,CIUDAD JUAN BOSCH,92520,APARTAMENTOS,38624.4,2209315680
04/05/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,CORALES DEL SUR,93004-R,APARTAMENTOS,0,0
04/06/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA FE,94016,COMERCIAL Y OFICINAS,5112,314899200
04/06/2022,ABRIL,2022,SANTIAGO,SANTIAGO,BRISAS DEL ESTE,22835 RN,APARTAMENTOS,1777.97,109522952
04/07/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BUENOS AIRES MIRADOR,94018,APARTAMENTOS,1459.06,89878096
04/07/2022,ABRIL,2022,LA ALTAGRACIA,HIGÜEY,SANJOUL,00075 RY,APARTAMENTOS,7546,464833600
04/07/2022,ABRIL,2022,SAN JUAN,SAN JUAN,URBANIZACIÓN ESTRELLA,94019,APARTAMENTOS,307.45,18938920
04/07/2022,ABRIL,2022,SAN PEDRO DE MACORÍS,RAMÓN SANTANA,EL SOCO,94020,APARTAMENTOS,1574.6,96995360
04/07/2022,ABRIL,2022,SANTIAGO,SANTIAGO,VILLA VERDE,22837 RN,VIVIENDAS,348.28,21454048
04/07/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,BRISA ORIENTAL,94017,APARTAMENTOS,481.49,29659784
04/08/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,JULIETA MORALES,94024,APARTAMENTOS,3984.51,245445816
04/08/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MATA HAMBRE,94023,APARTAMENTOS,1767.51,108878616
04/08/2022,ABRIL,2022,ESPAILLAT,GASPAR HERNÁNDEZ,CANDOY,22838 RN,APARTAMENTOS,783.19,48244504
04/08/2022,ABRIL,2022,LA ALTAGRACIA,HIGÜEY,LOS COQUITOS,93705,APARTAMENTOS,5166,295495200
04/08/2022,ABRIL,2022,LA VEGA,JARABACOA,PEDREGEL,94025,ESTACIÓN DE COMBUSTIBLE,288.79,17789464
04/08/2022,ABRIL,2022,SAN CRISTÓBAL,SAN CRISTÓBAL,BORUGA,94021,ESTACIÓN DE COMBUSTIBLE,530.98,32708368
04/08/2022,ABRIL,2022,SANTO DOMINGO,PEDRO BRAND,LA GUÁYIGA,92258-A,COLEGIOS Y CENTROS EDUCATIVOS,2386.9,136530680
04/08/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,URBANIZACIÓN LOS ALPES II,94022,APARTAMENTOS,669.58,41246128
04/11/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RESTAURADORES,94026 ,ALMACENES,675,41580000
04/11/2022,ABRIL,2022,SANTIAGO,SANTIAGO,LOS SAMANES,22840 RN,VIVIENDAS,417.73,25732168
04/11/2022,ABRIL,2022,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,22839 RN,VIVIENDAS,381.53,23502248
04/11/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENICAL AMANDA II,93129-R,APARTAMENTOS,0,0
04/12/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,93878,APARTAMENTOS,50502,3110923200
04/12/2022,ABRIL,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN TERRANOVA,350 RNE,VIVIENDAS,350,21560000
04/12/2022,ABRIL,2022,ESPAILLAT,MOCA,URBANIZACIÓN ESTELA,22841 RN,APARTAMENTOS,2406.37,148232392
04/12/2022,ABRIL,2022,SANTIAGO,SANTIAGO,LOS RIELES,22842 RN,APARTAMENTOS,8282.57,510206312
04/12/2022,ABRIL,2022,SANTIAGO,SANTIAGO,URBANIZACIÓN LOS REYES,22843 RN,APARTAMENTOS,473.23,29150968
04/12/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,CIUDAD JUAN BOSCH,93750,APARTAMENTOS,10979.11,628005092
04/13/2022,ABRIL,2022,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,94028,APARTAMENTOS,11510.78,709064048
04/13/2022,ABRIL,2022,SANTIAGO,PUÑAL,JARDINES DEL SUR,22845 RN,APARTAMENTOS,6473.48,398766368
04/13/2022,ABRIL,2022,SANTIAGO,SANTIAGO,EL EMBRUJO III PRIMERA ETAPA,22846 RN,APARTAMENTOS,1238.83,76311928
04/13/2022,ABRIL,2022,SANTIAGO,SANTIAGO,PEKÍN,22844 RN,VIVIENDAS,1906.81,117459496
04/13/2022,ABRIL,2022,SANTO DOMINGO,SAN ANTONIO DE GUERRA,LA GINA,93606-B,CENTROS DE RECREACIÓN Y DEPORTES,225,13860000
04/13/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94031,APARTAMENTOS,1100.16,67769856
04/13/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO OESTE,12 DE HAINA,94032,COMERCIAL Y OFICINAS,5570.4,343136640
04/18/2022,ABRIL,2022,LA ALTAGRACIA,HIGÜEY,LOS RANCHITOS (ARENA GORDA),94033 ,APARTAMENTOS,6290,387464000
04/18/2022,ABRIL,2022,MONSEÑOR NOUEL,BONAO,RESIDENCIAL GRANADO,00166 RCS,APARTAMENTOS,1540.56,94898496
04/18/2022,ABRIL,2022,SANTIAGO,SANTIAGO,URBANIZACIÓN LOS REYES,22847 RN,APARTAMENTOS,324.13,19966408
04/18/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO OESTE,ALAMEDA,93408-B,APARTAMENTOS,0,0
04/19/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,JARDINES DEL SUR,93347-R,APARTAMENTOS,0,0
04/19/2022,ABRIL,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN TORIBIO CAMILO,064-A RNE,APARTAMENTOS,580,35728000
04/19/2022,ABRIL,2022,SANTIAGO,SANTIAGO,LOS RÍOS,22848 RN,APARTAMENTOS,699.66,43099056
04/19/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO NORTE,GUARICANO,93734 ,APARTAMENTOS,4259.79,243659988
04/20/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,NUEVO ARROYO HONDO,92552 ,APARTAMENTOS,8980.75,553214200
04/20/2022,ABRIL,2022,SANTIAGO,SANTIAGO,CANELA ARRIBA O CENTRO DEL PUEBLO,22779 RN,APARTAMENTOS,4771.73,293938568
04/20/2022,ABRIL,2022,SANTIAGO,SANTIAGO,COLINAS DEL YAQUE,22849 RN,APARTAMENTOS,1201.44,74008704
04/20/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,LAS AMÉRICAS,93036-A,APARTAMENTOS,0,0
04/20/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS TRINITARIOS,94035 ,COMERCIAL Y OFICINAS,212.63,13098008
04/20/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94034 ,APARTAMENTOS,2715.09,155303148
04/21/2022,ABRIL,2022,AZUA,AZUA,PAJARITO,94039 ,APARTAMENTOS,6432.04,396213664
04/21/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RÍOS,94037 ,APARTAMENTOS,733.19,45164504
04/21/2022,ABRIL,2022,SANTIAGO,SANTIAGO,RESIDENCIAL PASEO DEL PRADO,22850 RN,APARTAMENTOS,495.59,30528344
04/21/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,VILLA FARO,94038 ,APARTAMENTOS,5975.48,368089568
04/22/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CENTRO DE LOS HÉROES,44248-A-R,COLEGIOS Y CENTROS EDUCATIVOS,0,0
04/22/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,93180-R,COMERCIAL Y OFICINAS,618.94,38126704
04/22/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,94042,APARTAMENTOS,11703.72,720949152
04/22/2022,ABRIL,2022,DUARTE,ARENOSO,INVI-VILLA PROGRESO-ARENOSO,OF-002-22,COMBINADOS,0,0
04/22/2022,ABRIL,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN MARÍA FERNÁNDEZ,352 RNE,APARTAMENTOS,3055.5,188218800
04/22/2022,ABRIL,2022,SÁNCHEZ RAMÍREZ,COTUÍ,MONTE NEGRO,86793-U,ESTRUCTURAS ESPECIALES,184.25,11349800
04/22/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94040,APARTAMENTOS,1120,68992000
04/22/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL AGROVERCE,94047,APARTAMENTOS,618.37,38091592
04/22/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL NUEVO AMANECER,94045,APARTAMENTOS,1027.71,63306936
04/22/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL NUEVO AMANECER,94046,APARTAMENTOS,383.05,23595880
04/22/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO NORTE,LOS CAZABES,94044,APARTAMENTOS,1532.22,87642984
04/22/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO OESTE,URBANIZACIÓN COLINAS DEL OESTE,94043,COMBINADOS,30100,1854160000
04/25/2022,ABRIL,2022,MARÍA TRINIDAD SÁNCHEZ,CABRERA,EL PUERTO,222-R RNE,APARTAMENTOS,542.75,33433400
04/25/2022,ABRIL,2022,PUERTO PLATA,PUERTO PLATA,URBANIZACIÓN TORRE ALTA,22851 RN,APARTAMENTOS,417.93,25744488
04/25/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO NORTE,COLINAS DEL ARROYO,92067-R,APARTAMENTOS,4130.4,236258880
04/26/2022,ABRIL,2022,HERMANAS MIRABAL,TENARES,URBANIZACIÓN DINERO I,353 RNE,APARTAMENTOS,536,33017600
04/27/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VILLAS AGRÍCOLAS,OF-01-21-A,COMBINADOS,0,0
04/27/2022,ABRIL,2022,ESPAILLAT,MOCA,VILLA ESMERALDA,22852 RN,APARTAMENTOS,768.58,47344528
04/27/2022,ABRIL,2022,PERAVIA,BANÍ,BOCA CANASTA,94048 ,ESTACIÓN DE COMBUSTIBLE,385,23716000
04/27/2022,ABRIL,2022,SAN PEDRO DE MACORÍS,SAN PEDRO DE MACORÍS,VILLA VISAN,94050 ,VIVIENDAS,383.39,23616824
04/27/2022,ABRIL,2022,SANTIAGO,TAMBORIL,HAINA,22853 RN,APARTAMENTOS,995.28,61309248
04/27/2022,ABRIL,2022,SANTO DOMINGO,LOS ALCARRIZOS,REPARTO SAMARIA,92866-A,APARTAMENTOS,0,0
04/27/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO ESTE,SAN BARTOLO,91845-H ,COMERCIAL Y OFICINAS,3310,189332000
04/27/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO NORTE,LA JACAGUA,93682,APARTAMENTOS,32424,1854652800
04/27/2022,ABRIL,2022,SANTO DOMINGO,SANTO DOMINGO OESTE,ALAMEDA,94041 ,VIVIENDAS,1172.78,72243248
04/28/2022,ABRIL,2022,BARAHONA,ENRIQUILLO,LOS COCOS,94055 ,ESTACIÓN DE COMBUSTIBLE,472.87,29128792
04/28/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,93048-A ,COMERCIAL Y OFICINAS,0,0
04/28/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BUENOS AIRES MIRADOR,91783-A ,APARTAMENTOS,0,0
04/28/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,94054 ,COMERCIAL Y OFICINAS,23646.78,1456641648
04/28/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,NUEVO ARROYO HONDO,94053 ,VIVIENDAS,413.35,25462360
04/28/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,TROPICAL METALDOM,94060 ,APARTAMENTOS,905,55748000
04/28/2022,ABRIL,2022,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,94058 ,VIVIENDAS,1376.1,84767760
04/28/2022,ABRIL,2022,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN BRUGAL,355 RNE,VIVIENDAS,158.57,9767912
04/28/2022,ABRIL,2022,HERMANAS MIRABAL,VILLA TAPIA,POLANCO,354 RNE,APARTAMENTOS,733.08,45157728
04/28/2022,ABRIL,2022,LA ALTAGRACIA,HIGÜEY,BÁVARO,94056 ,COMERCIAL Y OFICINAS,1143.79,70457464
04/28/2022,ABRIL,2022,LA ALTAGRACIA,HIGÜEY,LOS ROSALES I,00082 RY,APARTAMENTOS,836.71,51541336
