SECTOR;TAMAÑO EMPRESA;AREAS;MES;AÑO;SALARIO MINIMO;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Junio;2006;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Julio;2006;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Agosto;2006;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Septiembre;2006;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Octubre;2006;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Noviembre;2006;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Diciembre;2006;3,900;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Enero;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Febrero;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Marzo;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Abril;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Mayo;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Junio;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Julio;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Agosto;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Septiembre;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Octubre;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Noviembre;2006;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Diciembre;2006;4,970;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Enero;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Febrero;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Marzo;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Abril;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Mayo;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Junio;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Julio;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Agosto;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Septiembre;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Octubre;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Noviembre;2006;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Diciembre;2006;3,550;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Enero;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Febrero;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Marzo;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Abril;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Mayo;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Junio;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Julio;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Agosto;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Septiembre;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Octubre;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Noviembre;2006;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Diciembre;2006;3,200;
Sector privado;Zona franca;Zona franca industrial;Enero;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Febrero;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Marzo;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Abril;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Mayo;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Junio;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Julio;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Agosto;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Septiembre;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Octubre;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Noviembre;2006;4,450;
Sector privado;Zona franca;Zona franca industrial;Diciembre;2006;4,450;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Enero;2006;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Febrero;2006;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Marzo;2006;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Abril;2006;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Mayo;2006;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Junio;2006;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Julio;2006;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Agosto;2006;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Septiembre;2006;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Octubre;2006;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Noviembre;2006;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Diciembre;2006;3,600;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Enero;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Febrero;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Marzo;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Abril;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Mayo;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Junio;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Julio;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Agosto;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Septiembre;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Octubre;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Noviembre;2006;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Diciembre;2006;2,652;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Enero;2007;6,400;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Febrero;2007;6,400;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Marzo;2007;6,400;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Abril;2007;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Mayo;2007;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Junio;2007;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Julio;2007;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Agosto;2007;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Septiembre;2007;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Octubre;2007;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Noviembre;2007;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Diciembre;2007;7,360;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Enero;2007;4,400;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Febrero;2007;4,400;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Marzo;2007;4,400;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Abril;2007;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Mayo;2007;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Junio;2007;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Julio;2007;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Agosto;2007;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Septiembre;2007;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Octubre;2007;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Noviembre;2007;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Diciembre;2007;5,060;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Enero;2007;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Febrero;2007;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Marzo;2007;3,900;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Abril;2007;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Mayo;2007;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Junio;2007;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Julio;2007;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Agosto;2007;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Septiembre;2007;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Octubre;2007;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Noviembre;2007;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Diciembre;2007;4,485;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Enero;2007;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Febrero;2007;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Marzo;2007;4,970;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Abril;2007;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Mayo;2007;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Junio;2007;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Julio;2007;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Agosto;2007;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Septiembre;2007;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Octubre;2007;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Noviembre;2007;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Diciembre;2007;5,575;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Enero;2007;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Febrero;2007;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Marzo;2007;3,550;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Abril;2007;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Mayo;2007;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Junio;2007;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Julio;2007;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Agosto;2007;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Septiembre;2007;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Octubre;2007;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Noviembre;2007;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Diciembre;2007;4,000;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Enero;2007;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Febrero;2007;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Marzo;2007;3,200;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Abril;2007;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Mayo;2007;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Junio;2007;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Julio;2007;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Agosto;2007;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Septiembre;2007;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Octubre;2007;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Noviembre;2007;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Diciembre;2007;3,600;
Sector privado;Zona franca;Zona franca industrial;Enero;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Febrero;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Marzo;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Abril;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Mayo;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Junio;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Julio;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Agosto;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Septiembre;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Octubre;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Noviembre;2007;4,450;
Sector privado;Zona franca;Zona franca industrial;Diciembre;2007;4,450;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Enero;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Febrero;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Marzo;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Abril;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Mayo;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Junio;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Julio;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Agosto;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Septiembre;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Octubre;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Noviembre;2007;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Diciembre;2007;3,600;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Enero;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Febrero;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Marzo;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Abril;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Mayo;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Junio;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Julio;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Agosto;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Septiembre;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Octubre;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Noviembre;2007;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Diciembre;2007;2,652;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Enero;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Febrero;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Marzo;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Abril;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Mayo;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Junio;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Julio;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Agosto;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Septiembre;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Octubre;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Noviembre;2008;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Diciembre;2008;7,360;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Enero;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Febrero;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Marzo;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Abril;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Mayo;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Junio;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Julio;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Agosto;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Septiembre;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Octubre;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Noviembre;2008;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Diciembre;2008;5,060;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Enero;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Febrero;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Marzo;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Abril;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Mayo;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Junio;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Julio;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Agosto;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Septiembre;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Octubre;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Noviembre;2008;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Diciembre;2008;4,485;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Enero;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Febrero;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Marzo;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Abril;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Mayo;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Junio;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Julio;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Agosto;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Septiembre;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Octubre;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Noviembre;2008;5,575;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Diciembre;2008;5,575;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Enero;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Febrero;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Marzo;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Abril;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Mayo;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Junio;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Julio;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Agosto;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Septiembre;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Octubre;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Noviembre;2008;4,000;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Diciembre;2008;4,000;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Enero;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Febrero;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Marzo;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Abril;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Mayo;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Junio;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Julio;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Agosto;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Septiembre;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Octubre;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Noviembre;2008;3,600;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Diciembre;2008;3,600;
Sector privado;Zona franca;Zona franca industrial;Enero;2008;4,700;
Sector privado;Zona franca;Zona franca industrial;Febrero;2008;4,700;
Sector privado;Zona franca;Zona franca industrial;Marzo;2008;4,700;
Sector privado;Zona franca;Zona franca industrial;Abril;2008;4,900;
Sector privado;Zona franca;Zona franca industrial;Mayo;2008;4,900;
Sector privado;Zona franca;Zona franca industrial;Junio;2008;4,900;
Sector privado;Zona franca;Zona franca industrial;Julio;2008;4,900;
Sector privado;Zona franca;Zona franca industrial;Agosto;2008;4,900;
Sector privado;Zona franca;Zona franca industrial;Septiembre;2008;4,900;
Sector privado;Zona franca;Zona franca industrial;Octubre;2008;4,900;
Sector privado;Zona franca;Zona franca industrial;Noviembre;2008;4,900;
Sector privado;Zona franca;Zona franca industrial;Diciembre;2008;4,900;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Enero;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Febrero;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Marzo;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Abril;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Mayo;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Junio;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Julio;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Agosto;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Septiembre;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Octubre;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Noviembre;2008;3,600;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Diciembre;2008;3,600;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Enero;2008;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Febrero;2008;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Marzo;2008;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Abril;2008;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Mayo;2008;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Junio;2008;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Julio;2008;2,652;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Agosto;2008;5,019;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Septiembre;2008;5,019;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Octubre;2008;5,019;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Noviembre;2008;5,019;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Diciembre;2008;5,019;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Enero;2009;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Febrero;2009;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Marzo;2009;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Abril;2009;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Mayo;2009;7,360;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Junio;2009;8,465;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Julio;2009;8,465;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Agosto;2009;8,465;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Septiembre;2009;8,465;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Octubre;2009;8,465;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Noviembre;2009;8,465;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Diciembre;2009;8,465;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Enero;2009;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Febrero;2009;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Marzo;2009;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Abril;2009;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Mayo;2009;5,060;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Junio;2009;5,820;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Julio;2009;5,820;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Agosto;2009;5,820;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Septiembre;2009;5,820;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Octubre;2009;5,820;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Noviembre;2009;5,820;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Diciembre;2009;5,820;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Enero;2009;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Febrero;2009;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Marzo;2009;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Abril;2009;4,485;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Mayo;2009;4,485;
