SECTOR;TAMAÑO EMPRESA;AREAS;MES;AÑO;SALARIO MINIMO;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Enero;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Febrero;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Marzo;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Abril;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Mayo;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Junio;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Julio;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Agosto;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Septiembre;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Octubre;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Noviembre;2000;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Diciembre;2000;2,895;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Enero;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Febrero;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Marzo;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Abril;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Mayo;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Junio;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Julio;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Agosto;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Septiembre;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Octubre;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Noviembre;2000;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Diciembre;2000;1,987;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Enero;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Febrero;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Marzo;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Abril;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Mayo;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Junio;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Julio;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Agosto;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Septiembre;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Octubre;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Noviembre;2000;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Diciembre;2000;1,757;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Enero;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Febrero;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Marzo;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Abril;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Mayo;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Junio;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Julio;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Agosto;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Septiembre;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Octubre;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Noviembre;2000;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Diciembre;2000;2,633;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Enero;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Febrero;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Marzo;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Abril;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Mayo;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Junio;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Julio;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Agosto;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Septiembre;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Octubre;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Noviembre;2000;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Diciembre;2000;1,880;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Enero;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Febrero;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Marzo;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Abril;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Mayo;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Junio;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Julio;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Agosto;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Septiembre;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Octubre;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Noviembre;2000;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Diciembre;2000;1,693;
Sector privado;Zona franca;Zona franca industrial;Enero;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Febrero;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Marzo;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Abril;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Mayo;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Junio;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Julio;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Agosto;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Septiembre;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Octubre;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Noviembre;2000;2,222;
Sector privado;Zona franca;Zona franca industrial;Diciembre;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Enero;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Febrero;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Marzo;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Abril;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Mayo;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Junio;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Julio;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Agosto;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Septiembre;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Octubre;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Noviembre;2000;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Diciembre;2000;2,222;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Enero;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Febrero;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Marzo;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Abril;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Mayo;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Junio;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Julio;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Agosto;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Septiembre;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Octubre;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Noviembre;2000;1,500;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Diciembre;2000;1,500;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Enero;2001;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Febrero;2001;2,895;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Marzo;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Abril;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Mayo;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Junio;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Julio;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Agosto;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Septiembre;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Octubre;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Noviembre;2001;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Diciembre;2001;3,415;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Enero;2001;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Febrero;2001;1,987;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Marzo;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Abril;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Mayo;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Junio;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Julio;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Agosto;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Septiembre;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Octubre;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Noviembre;2001;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Diciembre;2001;2,345;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Enero;2001;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Febrero;2001;1,757;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Marzo;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Abril;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Mayo;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Junio;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Julio;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Agosto;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Septiembre;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Octubre;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Noviembre;2001;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Diciembre;2001;2,075;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Enero;2001;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Febrero;2001;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Marzo;2001;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Abril;2001;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Mayo;2001;2,633;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Junio;2001;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Julio;2001;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Agosto;2001;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Septiembre;2001;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Octubre;2001;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Noviembre;2001;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Diciembre;2001;3,030;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Enero;2001;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Febrero;2001;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Marzo;2001;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Abril;2001;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Mayo;2001;1,880;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Junio;2001;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Julio;2001;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Agosto;2001;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Septiembre;2001;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Octubre;2001;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Noviembre;2001;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Diciembre;2001;2,160;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Enero;2001;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Febrero;2001;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Marzo;2001;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Abril;2001;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Mayo;2001;1,693;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Junio;2001;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Julio;2001;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Agosto;2001;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Septiembre;2001;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Octubre;2001;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Noviembre;2001;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Diciembre;2001;1,950;
Sector privado;Zona franca;Zona franca industrial;Enero;2001;2,222;
Sector privado;Zona franca;Zona franca industrial;Febrero;2001;2,222;
Sector privado;Zona franca;Zona franca industrial;Marzo;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Abril;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Mayo;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Junio;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Julio;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Agosto;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Septiembre;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Octubre;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Noviembre;2001;2,490;
Sector privado;Zona franca;Zona franca industrial;Diciembre;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Enero;2001;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Febrero;2001;2,222;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Marzo;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Abril;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Mayo;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Junio;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Julio;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Agosto;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Septiembre;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Octubre;2001;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Noviembre;2001;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Diciembre;2001;1,690;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Enero;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Febrero;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Marzo;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Abril;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Mayo;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Junio;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Julio;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Agosto;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Septiembre;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Octubre;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Noviembre;2001;1,650;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Diciembre;2001;1,650;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Enero;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Febrero;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Marzo;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Abril;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Mayo;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Junio;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Julio;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Agosto;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Septiembre;2002;3,415;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Octubre;2002;3,690;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Noviembre;2002;3,690;
Sector privado;Empresa grande;Empresas del sector no sectorizado;Diciembre;2002;3,690;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Enero;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Febrero;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Marzo;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Abril;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Mayo;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Junio;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Julio;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Agosto;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Septiembre;2002;2,345;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Octubre;2002;2,535;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Noviembre;2002;2,535;
Sector privado;Empresa mediana;Empresas del sector no sectorizado;Diciembre;2002;2,535;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Enero;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Febrero;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Marzo;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Abril;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Mayo;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Junio;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Julio;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Agosto;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Septiembre;2002;2,075;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Octubre;2002;2,240;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Noviembre;2002;2,240;
Sector privado;Empresa pequeña;Empresas del sector no sectorizado;Diciembre;2002;2,240;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Enero;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Febrero;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Marzo;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Abril;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Mayo;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Junio;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Julio;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Agosto;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Septiembre;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Octubre;2002;3,030;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Noviembre;2002;3,180;
Sector privado;Empresa grande;Hoteles, bares y restaurantes y similares ;Diciembre;2002;3,180;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Enero;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Febrero;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Marzo;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Abril;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Mayo;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Junio;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Julio;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Agosto;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Septiembre;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Octubre;2002;2,160;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Noviembre;2002;2,270;
Sector privado;Empresa mediana;Hoteles, bares y restaurantes y similares ;Diciembre;2002;2,270;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Enero;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Febrero;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Marzo;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Abril;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Mayo;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Junio;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Julio;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Agosto;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Septiembre;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Octubre;2002;1,950;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Noviembre;2002;2,050;
Sector privado;Empresa pequeña;Hoteles, bares y restaurantes y similares ;Diciembre;2002;2,050;
Sector privado;Zona franca;Zona franca industrial;Enero;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Febrero;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Marzo;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Abril;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Mayo;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Junio;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Julio;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Agosto;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Septiembre;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Octubre;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Noviembre;2002;2,490;
Sector privado;Zona franca;Zona franca industrial;Diciembre;2002;2,490;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Enero;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Febrero;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Marzo;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Abril;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Mayo;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Junio;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Julio;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Agosto;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Septiembre;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Octubre;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Noviembre;2002;1,690;
Sector privado;Zona franca en áreas geográficas deprimidas;Zona franca industrial;Diciembre;2002;1,690;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Enero;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Febrero;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Marzo;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Abril;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Mayo;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Junio;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Julio;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Agosto;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Septiembre;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Octubre;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Noviembre;2002;1,749;
Sector público;Instituciones del Gobierno Central;Instituciones del Gobierno Central;Diciembre;2002;1,749;
